id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
270343,fr,Les Combattants,"Arnaud, facing an uncertain future and a dearth of choices in a small French coastal town, meets and falls for the apocalyptic-minded Madeleine, who joins an army boot camp to learn military and survival skills to prepare for the upcoming environmental collapse. Intrigued and excited by Madeleine’s wild ideas, Arnaud signs up for the boot camp himself. They soon realize that the boot camp is harder than they’d imagined, but the experience nonetheless cements them together as the couple continues to explore their young love.",3.534,2014-08-20,Love at First Fight,6.5,438
16523,en,Where the Wild Things Are,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.",3.82,2009-10-16,Where the Wild Things Are,6.5,1866
11543,en,Kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",3.567,1996-07-04,Kingpin,6.499,886
10466,en,The Money Pit,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.",3.567,1986-03-26,The Money Pit,6.5,1152
9535,en,Analyze This,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",3.902,1999-03-05,Analyze This,6.499,1913
723072,en,Host,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realise they might not survive the night.",3.543,2020-12-04,Host,6.5,962
417384,en,Scary Stories to Tell in the Dark,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.",3.626,2019-08-08,Scary Stories to Tell in the Dark,6.5,2679
309299,en,Experimenter,"Yale University, 1961. Stanley Milgram designs a psychology experiment that still resonates to this day, in which people think they’re delivering painful electric shocks to an affable stranger strapped into a chair in another room. Despite his pleads for mercy, the majority of subjects don’t stop the experiment, administering what they think is a near-fatal electric shock, simply because they’ve been told to do so. With Nazi Adolf Eichmann’s trial airing in living rooms across America, Milgram strikes a nerve in popular culture and the scientific community with his exploration into people’s tendency to comply with authority. Celebrated in some circles, he is also accused of being a deceptive, manipulative monster, but his wife Sasha stands by him through it all.",3.534,2015-10-16,Experimenter,6.5,458
186929,nl,Borgman,"An enigmatic vagrant cons himself into the home life of an arrogant upper-class family, turning their lives into a psychological nightmare in the process.",3.533,2013-08-29,Borgman,6.498,326
172385,en,Rio 2,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",3.534,2014-03-19,Rio 2,6.5,3532
20943,en,The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",3.95,2009-07-24,The Ugly Truth,6.498,3567
5353,en,The Hunting Party,"A young journalist, an experienced cameraman and a discredited reporter find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad.",3.532,2007-09-03,The Hunting Party,6.5,329
1710,en,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,3.823,1995-10-27,Copycat,6.5,986
773655,en,Death to 2020,"2020: A year so [insert adjective of choice here], even the creators of Black Mirror couldn't make it up… but that doesn't mean they don't have a little something to add. This comedy event that tells the story of the dreadful year that was — and perhaps still is? The documentary-style special weaves together some of the world's most (fictitious) renowned voices with real-life archival footage.",3.544,2020-12-27,Death to 2020,6.5,743
229297,en,Magic in the Moonlight,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",3.784,2014-07-25,Magic in the Moonlight,6.497,2084
39101,ja,ドラゴンボールZ 地球まるごと超決戦,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,3.53,1990-06-07,Dragon Ball Z: The Tree of Might,6.5,569
11559,en,Tideland,"Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.",3.568,2005-09-09,Tideland,6.5,567
359246,en,Hell House LLC,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.",3.579,2015-10-16,Hell House LLC,6.5,497
30943,en,The Deep End of the Ocean,"A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated.",3.531,1999-03-12,The Deep End of the Ocean,6.5,480
11285,en,Cocoon: The Return,"The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?",3.53,1988-09-13,Cocoon: The Return,6.5,997
10684,en,Courage Under Fire,"A US Army officer, who made a ""friendly fire"" mistake that was covered up, has been reassigned to a desk job. He is tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor. At first all seems in order. But then he begins to notice inconsistencies between the testimonies of the witnesses...",3.567,1996-07-04,Courage Under Fire,6.5,934
10631,en,All of Me,"Just before stubborn millionaire Edwina Cutwater dies, she asks her uptight lawyer, Roger Cobb, to amend her will so that her soul will pass to the young, vibrant Terry Hoskins – but the spiritual transference goes awry. Edwina enters Roger's body instead, forcing him to battle Edwina for control of his own being.",3.535,1984-09-21,All of Me,6.5,344
248774,en,Obvious Child,"An immature, newly unemployed comic must navigate the murky waters of adulthood after her fling with a graduate student results in an unplanned pregnancy.",3.534,2014-06-06,Obvious Child,6.5,433
10782,en,Basic,"When a hurricane hits a US Army base on the edge of the Panama Canal, an elite covert operations team of US Army Rangers recruits are on a routine jungle training exercise that goes horribly awry. Only two recruits are rescued, one of which is badly injured, but both have different accounts regarding the fate of their leader, legendary and ruthless Army Ranger Drill Sergeant Nathan West, and the rest of their platoon. Tom Hardy, an ex-army Ranger turned maverick DEA agent is brought in to solve the mystery and uncover what really happened out there.",3.537,2003-04-18,Basic,6.5,1053
8346,en,My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,4.074,2002-04-19,My Big Fat Greek Wedding,6.5,2145
649609,en,Renfield,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",3.585,2023-04-07,Renfield,6.5,1813
553604,en,Honest Thief,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",3.548,2020-09-03,Honest Thief,6.494,1759
14249,en,Revenge,"Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez’s wife, Miryea.",3.53,1990-02-16,Revenge,6.5,450
1551,en,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",3.535,1990-08-10,Flatliners,6.494,1569
535,en,Flashdance,"Alex Owens, a young woman juggling between two odd jobs, aspires to become a successful ballet dancer. Nick, who is her boss and lover, supports and encourages her to fulfil her dream.",3.617,1983-04-14,Flashdance,6.494,1497
33689,en,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",3.53,1995-11-17,It Takes Two,6.5,887
13680,en,The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",3.532,2007-09-28,The Game Plan,6.5,2073
12610,en,Osmosis Jones,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",3.781,2001-08-10,Osmosis Jones,6.5,1029
10991,ja,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,"When the sadness of her father's disappearance gets to Molly Hale, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mother, Ash — alongside Misty and Brock — invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",3.531,2000-07-08,Pokémon 3: The Movie,6.5,629
10859,en,Stakeout,"Two detectives observe an escaped convict's ex-girlfriend, but complications set in when one of them falls for her.",3.817,1987-08-05,Stakeout,6.5,406
4233,en,Scream 2,"Two years after the first series of murders, as Sidney Prescott acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",3.949,1997-12-12,Scream 2,6.494,4285
3536,en,U-571,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",3.611,2000-04-20,U-571,6.5,1250
20526,en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",4.151,2010-12-14,TRON: Legacy,6.492,7243
13573,en,The United States of Leland,"A withdrawn young man, Leland Fitzgerald is imprisoned for the murder of a mentally disabled boy, who also happened to be the brother of his girlfriend, Becky. As the community struggles to deal with the killing, Pearl Madison, a teacher at the prison, decides to write about Leland's case. Meanwhile, others affected by the murder, including Becky and her sister, Julie, must contend with their own problems.",3.531,2003-05-15,The United States of Leland,6.5,319
11001,en,Blue Streak,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",3.532,1999-09-17,Blue Streak,6.5,1511
719221,en,Tarot,"When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",4.108,2024-05-01,Tarot,6.491,1135
575100,it,10 giorni senza mamma,"A stressed-out mom takes off on a 10-day solo vacation, sending her family into chaos as the dad tries to take over the household duties.",4.039,2019-02-07,When Mom Is Away,6.482,489
554230,en,The Lost Daughter,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,3.797,2021-12-15,The Lost Daughter,6.491,997
8288,en,A Midsummer Night's Sex Comedy,"A nutty inventor, his frustrated wife, a philosopher cousin, his much younger fiancée, a randy doctor, and a free-thinking nurse spend a summer weekend in and around a stunning - and possibly magical - country house.",3.53,1982-07-16,A Midsummer Night's Sex Comedy,6.5,429
752623,en,The Lost City,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",3.599,2022-03-24,The Lost City,6.5,3662
444539,en,La librería,"Set in a small English town in 1959, a woman decides, against polite but ruthless local opposition, to open a bookshop, a decision which becomes a political minefield.",3.574,2017-11-10,The Bookshop,6.49,434
375012,fa,زیر سایه,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.",3.535,2016-09-30,Under the Shadow,6.5,667
274862,en,The Lego Ninjago Movie,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",3.542,2017-09-21,The Lego Ninjago Movie,6.5,1071
20048,en,Confessions of a Shopaholic,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping – a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door – until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",3.532,2009-02-05,Confessions of a Shopaholic,6.5,2630
8194,en,A Guide to Recognizing Your Saints,"Dito Montiel, a successful author, receives a call from his long-suffering mother, asking him to return home and visit his ailing father. Dito recalls his childhood growing up in a violent neighborhood in Queens, N.Y., with friends Antonio, Giuseppe, Nerf and Mike.",3.568,2006-09-29,A Guide to Recognizing Your Saints,6.49,312
467482,fr,Un homme pressé,"The story revolves around Alain, a busy businessman who is always in a rush. In his life, there is no room for spare time or family. But one day, he suffers a stroke, which makes him lose his grasp of language and use one word in place of another.",3.538,2018-11-07,A Man in a Hurry,6.5,310
401469,en,Widows,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist.",3.538,2018-11-06,Widows,6.5,2324
41592,en,StreetDance 3D,"In order to win the Street Dance Championships, a dance crew is forced to work with ballet dancers from the Royal Dance School in exchange for rehearsal space.",3.532,2010-05-19,StreetDance 3D,6.5,409
14684,en,School Ties,"When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule.",3.567,1992-09-18,School Ties,6.5,398
12222,en,Horton Hears a Who!,"The classic and beloved story from Dr. Seuss is now a CG animated film from 20th Century Fox Animation, the makers of the Ice Age films. An imaginative elephant named Horton (Jim Carrey) hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, which thinks he has lost his mind, he is determined to save the tiny particle! Jim Carrey and Steve Carell lead an all-star cast in bringing this wonderful family picture to life!",3.868,2008-03-03,Horton Hears a Who!,6.489,3319
11827,en,Heavy Metal,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",3.568,1981-08-07,Heavy Metal,6.489,713
8012,en,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",3.91,1995-10-20,Get Shorty,6.488,1083
594767,en,Shazam! Fury of the Gods,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",3.641,2023-03-15,Shazam! Fury of the Gods,6.5,3239
301804,en,Before I Wake,An orphaned child's dreams—and nightmares—manifest physically as he sleeps.,3.535,2016-04-07,Before I Wake,6.5,1862
18405,en,The Last House on the Left,"When athletic teen Mari Collingwood opts to hang out with her friend Paige in town rather than spend an evening in with her parents vacationing at the family's remote lake house, it marks the beginning of a night no one is going to forget.",3.607,2009-03-13,The Last House on the Left,6.487,1785
8954,en,Reservation Road,"Two fathers' lives intersect when one of them is involved in a terrible and sudden hit-and-run car accident that leaves the other's son dead. In response, the two men react in unexpected ways as a reckoning looms in the near future.",3.569,2007-09-13,Reservation Road,6.487,385
4141,en,Shoot 'Em Up,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",3.607,2007-07-26,Shoot 'Em Up,6.5,1897
1907,en,The Beach,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",4.156,2000-02-03,The Beach,6.487,4411
739405,en,Operation Fortune: Ruse de Guerre,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,3.852,2023-01-04,Operation Fortune: Ruse de Guerre,6.5,1631
266285,da,The Salvation,"In 1870s America, a peaceful American settler kills his family's murderer which unleashes the fury of a notorious gang leader. His cowardly fellow townspeople then betray him, forcing him to hunt down the outlaws alone.",3.534,2014-05-22,The Salvation,6.5,870
11395,en,The Santa Clause,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",3.573,1994-11-11,The Santa Clause,6.5,2108
10347,fr,Dobermann,"The charismatic criminal Dobermann, who got his first gun when he was christened, leads a gang of brutal robbers. After a complex and brutal bank robbery, they are being hunted by the Paris police. The hunt is led by the sadistic cop Christini, who only has one goal: to catch Dobermann at any cost.",3.824,1997-06-18,Dobermann,6.486,514
7516,en,Smokin' Aces,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",3.619,2006-12-09,Smokin' Aces,6.486,1680
45243,en,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",3.951,2011-05-25,The Hangover Part II,6.485,10626
10326,en,Forever Young,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.,3.568,1992-12-16,Forever Young,6.485,901
574982,ru,Аванпост,"Contact between most towns on Earth has been severed. A small ring-like area in Eastern Europe still has electricity, and maybe even life is being reported from space. What military forces find outside the ring is shocking.",2.134,2019-11-21,The Blackout,6.491,496
489326,en,Mortal,A young boy must discover the origins of his extraordinary powers before he is captured by authorities hell-bent on condemning him for an accidental murder.,3.54,2020-02-28,Mortal,6.5,471
9522,en,Wedding Crashers,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",3.88,2005-07-13,Wedding Crashers,6.484,4419
9032,en,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",3.83,1999-06-25,Big Daddy,6.484,3313
7442,en,Sleeping with the Enemy,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",3.573,1991-01-13,Sleeping with the Enemy,6.5,1102
709631,en,Cobweb,"Eight year old Peter is plagued by a mysterious, constant tapping from inside his bedroom wall—one that his parents insist is all in his imagination. As Peter's fear intensifies, he believes that his parents could be hiding a terrible, dangerous secret and questions their trustworthiness.",3.643,2023-07-19,Cobweb,6.483,920
568620,en,Snake Eyes: G.I. Joe Origins,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.",3.589,2021-07-22,Snake Eyes: G.I. Joe Origins,6.483,1583
335051,it,Se Dio vuole,"The son of an atheist, authoritarian father, believed to be liberal, wants to become a priest.",3.534,2015-04-09,God Willing,6.5,603
72387,en,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",3.903,2012-04-16,Safe,6.483,2498
17710,en,Hey Arnold! The Movie,Arnold and his friends must recover a stolen document in order to prevent the neighborhood from being bulldozed.,3.531,2002-06-28,Hey Arnold! The Movie,6.5,356
3980,en,Critters,"Carnivorous aliens arrive unannounced at a Kansas family farm; two intergalactic bounty hunters soon follow, determined to blow them off the planet.",3.531,1986-04-11,Critters,6.5,999
302,en,Swimming Pool,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",3.531,2003-05-21,Swimming Pool,6.5,718
852096,en,We Have a Ghost,"After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.",3.564,2023-02-24,We Have a Ghost,6.5,610
532620,fr,Let's Dance,"After his crew breaks up, a gifted but insecure hip-hop dancer teaches at a top ballet school in Paris, where he falls for an aspiring ballerina.",3.539,2019-03-27,Let's Dance,6.5,327
325173,en,Close Range,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.",3.534,2015-12-11,Close Range,6.5,300
36593,en,Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",3.823,1994-03-18,Naked Gun 33⅓: The Final Insult,6.48,2126
18111,en,Bride of Re-Animator,"Unperturbed by the disastrous outcome of his previous meddling with the dead, Dr. West continues his research into the phenomenon of re-animation; only this time, he plans to create life – starting with the heart of his young protégé Dan's dearly deceased Meg Halsey.",3.573,1990-09-01,Bride of Re-Animator,6.5,456
9691,en,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",3.541,1995-10-06,Assassins,6.48,1576
9772,en,Air Force One,"When Russian neo-nationalists hijack Air Force One, the world's most secure and extraordinary aircraft, the President is faced with a nearly impossible decision to give in to terrorist demands or sacrifice not only the country's dignity, but the lives of his wife and daughter.",3.649,1997-07-25,Air Force One,6.5,3040
1035048,en,Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,4.033,2024-11-07,Elevation,6.5,623
615952,en,Armageddon Time,"In 1980, Queens, New York, a young Jewish boy befriends a rebellious African-American classmate to the disapproval of his privileged family and begins to reckon with growing up in a world of inequality and prejudice.",3.555,2022-10-28,Armageddon Time,6.5,432
450001,cn,葉問外傳：張天志,"Following his defeat by Master Ip, Cheung Tin Chi tries to make a life with his young son in Hong Kong, waiting tables at a bar that caters to expats. But it's not long before the mix of foreigners, money, and triad leaders draw him once again to the fight.",3.538,2018-12-20,Master Z: Ip Man Legacy,6.5,541
300155,en,A Royal Night Out,"The re-imagining of VE Day in 1945, when Princess Elizabeth and her sister, Margaret were allowed out from Buckingham Palace for the night to join in the celebrations, and encounter romance and danger.",3.534,2015-05-14,A Royal Night Out,6.5,314
184314,fr,Jeune & Jolie,"Isabelle, a 17-year-old student, loses her virginity during a quick holiday romance. When she returns home, she begins a secret life as a prostitute for a year.",3.827,2013-08-21,Young & Beautiful,6.5,1237
121826,en,Quartet,"Cissy, Reggie, and Wilf are in a home for retired musicians. Every year, there is a concert to celebrate Composer Giuseppe Verdi's birthday and they take part. Jean, who used to be married to Reggie, arrives at the home and disrupts their equilibrium. She still acts like a diva, but she refuses to sing. Still, the show must go on, and it does.",3.533,2012-12-26,Quartet,6.5,367
34016,en,She's Out of My League,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",3.877,2010-03-11,She's Out of My League,6.478,2179
15373,en,Role Models,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",3.656,2008-11-07,Role Models,6.5,1936
204922,en,Before I Go to Sleep,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",5.674,2014-09-03,Before I Go to Sleep,6.477,2012
16690,en,Return to Never Land,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",3.531,2002-02-14,Return to Never Land,6.5,2334
10750,en,Toy Soldiers,"After federal agents arrest a drug czar and put him on trial, the cartel leader's vicious son storms a prep school and takes its students hostage. They rebel against the armed intruders and try to take back their academy by any means necessary.",3.536,1991-04-24,Toy Soldiers,6.477,346
10543,en,Fear,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.",3.541,1996-04-12,Fear,6.5,873
6947,en,The Village,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",3.835,2004-07-30,The Village,6.5,4262
5174,en,Rush Hour 3,"After a botched assassination attempt, the mismatched duo finds themselves in Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?",3.544,2007-08-08,Rush Hour 3,6.477,3376
928,en,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",3.868,1990-06-15,Gremlins 2: The New Batch,6.477,2639
341174,en,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",2.585,2017-02-08,Fifty Shades Darker,6.5,7678
324670,en,Spectral,A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,3.575,2016-12-09,Spectral,6.476,1740
243684,en,"Men, Women & Children","Follows the story of a group of high school teenagers and their parents as they attempt to navigate the many ways the internet has changed their relationships, their communication, their self-image, and their love lives.",3.534,2014-10-17,"Men, Women & Children",6.5,880
59961,en,Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",3.84,2012-02-08,Safe House,6.476,3660
39874,en,My Bloody Valentine,"Twenty years after a Valentine's Day tragedy claimed the lives of five miners, Harry Warden returns for a vengeful massacre among teen sweethearts gearing up for another party.",3.579,1981-02-11,My Bloody Valentine,6.5,500
39102,ja,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,3.53,1991-03-19,Dragon Ball Z: Lord Slug,6.5,535
8279,fr,Paris,"Pierre, a professional dancer, suffers from a serious heart disease. While he is waiting for a transplant which may (or may not) save his life, he has nothing better to do than look at the people around him, from the balcony of his Paris apartment.",3.532,2008-02-20,Paris,6.476,337
